iter	Accuracy	Logloss
882	0.9341894061	0.2176388094
883	0.9341894061	0.2175571746
884	0.9341894061	0.2175315228
885	0.9341894061	0.2173971838
886	0.9341894061	0.2172884863
887	0.9341894061	0.217257622
888	0.9341894061	0.2171992147
889	0.9341894061	0.216966207
890	0.9341894061	0.2168262349
891	0.9341894061	0.216759923
892	0.9341894061	0.2167408358
893	0.9341894061	0.2166170992
894	0.9341894061	0.2163742474
895	0.9341894061	0.2162380552
896	0.9341894061	0.2161714938
897	0.9341894061	0.2159037742
898	0.9341894061	0.2158189929
899	0.9341894061	0.2158057472
900	0.9341894061	0.2154009547
901	0.9341894061	0.2149552052
902	0.9341894061	0.2147513041
903	0.9357945425	0.2145668987
904	0.9341894061	0.2144143406
905	0.9341894061	0.2143968452
906	0.9341894061	0.2142484072
907	0.9341894061	0.2142052797
908	0.9357945425	0.2141094513
909	0.9357945425	0.2139107725
910	0.9357945425	0.213845733
911	0.9357945425	0.2138100027
912	0.9357945425	0.2137570268
913	0.9357945425	0.2137381459
914	0.9357945425	0.2136634322
915	0.9357945425	0.2135663718
916	0.9357945425	0.2134700392
917	0.9357945425	0.2130889632
918	0.9357945425	0.2128094662
919	0.9357945425	0.2127390359
920	0.9357945425	0.2127109126
921	0.9357945425	0.2127006181
922	0.9357945425	0.2126545203
923	0.9357945425	0.2125748121
924	0.9357945425	0.2124537263
925	0.9357945425	0.212288279
926	0.9357945425	0.2122443768
927	0.9357945425	0.2121892426
928	0.9357945425	0.211697552
929	0.9357945425	0.2116466024
930	0.9357945425	0.2116119618
931	0.9357945425	0.2114596022
932	0.9357945425	0.2112605475
933	0.9357945425	0.2111932399
934	0.9357945425	0.2110063137
935	0.9357945425	0.2109128225
936	0.9357945425	0.2108897642
937	0.9357945425	0.210638351
938	0.9357945425	0.2105533796
939	0.9357945425	0.210520139
940	0.9357945425	0.210453328
941	0.9357945425	0.2103283605
942	0.9357945425	0.2102960788
943	0.9357945425	0.2101508832
944	0.9357945425	0.2099671997
945	0.9357945425	0.2099538835
946	0.9357945425	0.209898309
947	0.9357945425	0.2098101946
948	0.9357945425	0.2096372328
949	0.9357945425	0.2094696601
950	0.9357945425	0.2093817844
951	0.9357945425	0.2093588918
952	0.9357945425	0.209276515
953	0.9357945425	0.2091816919
954	0.937399679	0.2091306487
955	0.937399679	0.2089718465
956	0.937399679	0.2089583003
957	0.937399679	0.208860629
958	0.937399679	0.2087850673
959	0.937399679	0.2083335844
960	0.9357945425	0.2083240013
961	0.9357945425	0.2081732291
962	0.9357945425	0.2081272262
963	0.9357945425	0.2080581765
964	0.9357945425	0.2079165623
965	0.937399679	0.2077414771
966	0.937399679	0.2075310219
967	0.937399679	0.2072774802
968	0.937399679	0.2071954739
969	0.937399679	0.2067814697
970	0.9390048154	0.2065924349
971	0.9390048154	0.2064851549
972	0.9390048154	0.2064099358
973	0.9390048154	0.2063458064
974	0.9390048154	0.2063094662
975	0.9390048154	0.2063017956
976	0.9390048154	0.2062779669
977	0.9390048154	0.2062675108
978	0.9390048154	0.2062433616
979	0.9390048154	0.2061952768
980	0.9390048154	0.2061377231
981	0.9390048154	0.20599893
982	0.9390048154	0.2059638358
983	0.9390048154	0.2059129524
984	0.9390048154	0.2056572908
985	0.9390048154	0.2056546151
986	0.9390048154	0.2054041713
987	0.9390048154	0.2053447035
988	0.9390048154	0.2052600898
989	0.9390048154	0.2052380721
990	0.9390048154	0.2051113038
991	0.9390048154	0.2050409369
992	0.9390048154	0.2048299944
993	0.9390048154	0.2044795881
994	0.9390048154	0.2042819156
995	0.9390048154	0.2042777879
996	0.9390048154	0.2038851254
997	0.9390048154	0.2038195796
998	0.9390048154	0.2037173999
999	0.9390048154	0.2037077319
